group,X1,X2,X3,X4,X5,X6,X7,X8
D,0.26888427770910506,-0.7995544568034767,-0.4939945783842925,-0.10602281535389557,-0.22937779279721687,0.820381947511126,0.576298340490638,1.4744054428458324
A,-2.191861212717913,-1.3890507226750042,-0.34118266460495483,-2.73162815689044,-2.434661884275342,-1.451611749837666,-1.4065937999147002,-2.127295435971104
D,1.9988796212104132,0.7810430320391557,-1.3718657137078196,-2.8200696894110893,1.4031041110433593,1.9124543403239576,-0.010159214884820245,-0.033835674312070324
A,-1.9308396142091249,-0.8219203037542243,-0.2814838057039244,0.8524008288629487,0.8120776151587286,-1.4287730542908983,0.013470297647004581,-1.0300407091790216
E,0.7663345889014264,1.255546454955707,0.008525211272494393,2.686924795036531,-2.9039270455488415,-2.0507024911640674,-0.009822538466664477,0.9522182389574435
F,-1.0982124223394385,1.9629646938149825,0.09106134624107914,-2.3515653090542834,-0.6685969224425254,-1.2652959369097394,-0.1631544530201468,-0.7289492083983251
B,3.165254736055501,0.4578054829843361,1.657848484161502,0.24163950986145574,-1.0059216061363643,-0.21933793568536894,0.46701004005366,2.122141394108227
A,-3.105600420343736,-4.1048427102928535,-0.712484556441096,1.653110716899286,0.8698658155913854,1.1817895574530177,-1.202571975130052,-2.449243148445052
B,1.2376762862279422,-0.6207377380919954,-1.3030130435747422,-1.011127938194044,0.4619681894662214,-0.6967906747575203,1.1790141706233386,0.9324453197989215
B,2.582229221632149,-0.20373864822353538,0.7862714763742054,0.16644811387083866,-1.4974551974158339,-1.0854886581976904,0.8600250696995628,-0.3771175905072834
E,1.5011751230525854,-0.20969618427697265,-0.6406117351360913,2.0490569171520487,-0.16399676529989327,-0.9944187421096593,0.7629352610349205,0.8392020510632651
B,1.3122946343568749,-1.0448447753698948,1.294021697419268,0.8861293076842868,-0.5030539166662856,-1.3497393332911423,-0.5543073412188217,2.421252089917156
C,-1.1142047395270172,1.8277530842719447,2.5984175529386424,2.261953881525359,-0.7891332539126922,-1.1701178719722927,-0.30259914436771296,-0.14972414837570763
B,1.6226423771768754,-1.8387084218701357,-0.28667454662704683,-0.43683343684728787,1.0500310858944624,2.6426514872238216,0.5318239873376143,0.14782148423625532
F,-0.7667785692209493,-0.43218935349282284,-0.8572606127481623,-0.3312275481911986,-1.0280254633305659,-0.8032907451147642,1.0685894623885066,2.6471584176446954
A,-3.3000884205111367,-2.199020392552052,-2.407172866602579,-1.9929148962634506,-0.2247368131053522,0.3981581489557018,-0.39763364432006704,-1.5843073283947813
F,-2.0136505940149214,-0.7832985889799455,-0.7793390721779079,-1.9797911520947866,1.4208365912692598,1.66097695622443,1.1851037871929893,0.30880803603076523
F,-1.7874507326029845,-2.0024562025051043,-1.0660420633952528,1.1164493175714894,-1.181253159849351,-0.4295413147281709,-0.6066693761963273,-2.1405074559244546
D,-0.8176517073763965,1.8541830350327886,-1.9981231448887198,-1.0462287025491308,-1.3263914551472997,1.171498614762943,-0.6676170082129734,-1.1583154884652538
E,0.44842495533402355,0.6118269407330257,-0.2359901517911368,0.679370512013185,-0.7340784953892004,-2.371325779544332,0.3770184513656841,2.430656571798626
A,-1.3198478730041323,-2.0321804325306982,-1.2705859459123499,-1.2473633588204653,-0.7868671232540628,1.0605997370960953,-0.5702395293267378,0.726837450300579
C,0.9169793356951146,3.6454319301138653,1.748122126321678,-1.2771297131340487,-1.893127236442882,-0.9153935226056428,-0.4208484316645122,-0.5686384389337928
C,-0.4634768118434116,1.0417948793082026,-0.4177019694489619,-1.684384858338316,0.14798862427054876,0.3455591984744518,0.15034865071468984,0.44761463033309
E,0.44398078383502526,0.24085001945512474,-0.23699434500671784,0.2997271534340056,0.3880061385606618,-1.6982849944965293,-1.2070143820703596,0.6655234520410716
C,-0.9591036395820696,0.1480271926945269,0.390022918166796,-0.30111143808157714,0.3338687481843826,0.9201226287449388,0.5624159024719535,2.1503901946701762
C,0.8639872078782892,3.2050238548785757,2.482848944312231,0.24594106861856302,-0.055777655041837626,1.8775418563307193,1.6283036176122037,-0.8211904165503656
B,2.1036956622570253,-1.445032132800192,0.7132321702331283,-0.17392240350832563,0.8256073849092158,-0.3308942665095415,0.29613949446295285,-0.15603625779800115
B,1.4925998345376297,-1.9162521395523413,0.971467097667643,0.9039233498728821,0.4392313738417474,-0.9317281584109053,-0.0596574537536141,0.12294123905930972
D,-0.26251311332740734,0.40201033676262954,-2.8466165056798642,-3.876408026646488,-0.006196985336848093,-0.912289986409339,-0.0707452846397395,-0.4839138363887209
F,1.504268604275588,3.1435971843756647,1.2520736646042723,0.09564190929396348,1.1083644777223198,-0.43594082425320424,-0.2887190759226762,-0.7271785726632551
E,1.762632155198141,0.247175467934589,0.6919215230540148,1.6768731248799487,0.4705942230095896,-0.10606756155429203,0.08700649268116234,1.7578826579858422
E,-0.09408933398123376,-1.088966434553026,-2.5168352918739703,-1.420613697298292,0.9537295335130058,-0.2819050520514619,1.172572383990505,1.0471940907986417
C,0.45622256773619213,1.4041550425068374,2.0161358872242205,0.631068297953477,-0.5566782542468917,1.0524396585874007,-0.3141769539323384,1.0750195253401535
A,-1.2637661066714645,0.23525018078426596,0.1769849647930879,1.1807386467855332,-0.009804296398777473,-0.015291428754524161,0.648380271849916,-0.9730788266835192
F,-0.1763970453892717,0.3970594161008823,1.3396512767766244,1.1132581484630055,0.8279257610363331,-0.22916055206787336,-0.6045425031710574,-1.462027204371381
B,1.276991269592525,-1.550997956650494,0.4704109909918082,1.3996894899065666,-0.47540925505286497,0.645174395145955,0.4774177996695253,-0.7690480655322847
C,-2.059348199649074,-0.6854701608577565,0.7697239046024114,2.1473828616600477,1.7758632943281043,1.2827975041774824,1.085513649073805,0.22805980763979364
F,0.18925165120209497,1.6188502690171842,0.16589329871094774,-0.8289183740786258,2.961593608284042,2.4012380301406266,1.2089505734823218,-0.8539385633592007
D,-1.249932495453788,-1.0906149365278577,-2.0708778979475007,-2.096391034837277,-0.6024122518102928,-0.27489027195103255,1.1873949499017875,1.2885075693124035
F,-0.9536719832263729,-0.18733346564045839,-0.09888145310139607,-3.2431974104258137,-1.4266850419373667,-0.4402930912961385,-0.13338782293491547,2.862831831529915
F,1.2130987978466163,2.2184304962038013,0.5805842258951708,1.1882565844992163,-0.7675453564074027,-0.11702063479689334,0.49075353731470706,-0.7106385818505276
D,0.6023218485213835,0.2003584499361235,-0.4468280410391141,0.6082157626304427,-1.744785801789138,-3.8336154030269816,0.47739928315723434,0.4122459336862887
D,0.5722830884744344,0.5983410297497179,-2.0588039532012465,-1.8260137305138355,-1.6402644099956212,-1.1511060299508111,-0.6960976714609046,-0.19085032975020133
D,0.6493133053040725,-1.1858923763169456,-0.903600042909644,-0.4986594725338578,-0.21452141844670058,-1.5719972047016357,-0.5031545613949516,-0.0408995429150501
F,-0.20749514296384436,0.3950106509340946,-0.9507654906270064,-0.9677838985579807,1.43983536039243,1.1224363379326558,0.7514836647067163,1.8864765571462243
F,0.21258519171596002,1.4498299480645156,-0.5693503367774861,-2.6595738272414287,-2.650283543533235,-0.7873052189071094,-0.33692195831860083,-1.1901822887610445
F,-1.4275050645915575,-0.24375540538488305,-0.29206940882904087,-0.3262363134466031,-0.46273150227511434,-1.8668418688391664,0.6310597009685917,-0.5777598682011832
B,2.7904851381645113,-1.2407933407313108,1.3316312083203927,2.098548733873947,0.970500023847706,1.124755377822662,1.3539229991975614,1.3647456999101097
D,-1.1484167610596971,1.3735693793373087,-0.768805600216623,-0.28042984468385,0.2049014486188036,1.020878035224841,-0.5498099961541113,-0.09039461823580455
A,-3.4796237144923543,-3.7353061647421897,-1.0455547516368031,-0.1391719331253644,1.476218732250107,1.6783714122274938,0.6764712324341988,-2.365202293771455
F,-0.18996372591266264,0.4419084016936997,0.09483727196403158,1.5890551660706915,0.14065112879347907,2.4693631159652507,1.3928127953400153,0.37832358013906825
D,0.2498128034132388,1.1088788117346782,-2.91891896363115,-2.44888269032291,-0.7181692614706474,-0.8101349042509609,-0.93588651796081,-0.030900060962571307
A,-3.451206571702241,-1.1945463519189994,-0.4335414766272893,-1.4514969445987878,-0.3606553869468522,0.7337631498009395,1.0124012985063773,-0.7000486301894878
F,0.29449951748778536,1.114966068187667,-1.2583235811031632,-0.08456665799806296,-0.6756908186734492,0.20966520534579147,-0.5850362667630706,-0.3045329956125762
B,2.7364700831039106,0.6922647908372588,1.7794744935593998,2.4250902552976266,-0.34053383104355434,-1.7185809501613125,-1.471129913812903,-1.0586009666097191
F,-1.385213217845146,3.3206427283944873,-1.3444493090168312,-2.7093101220188043,-0.2553262236700986,-1.1962350508029616,-0.415671283920169,-1.3061942849571333
F,-0.48840940616480183,-0.4202224883847052,-1.3490597724283,-4.210367447867459,0.0788077372836885,-0.7609960270775372,-0.14708322868281382,-0.04070767817110056
C,-1.1921896587509553,-0.6737444203689629,0.23990203576077818,1.103504424203783,0.5227244021803197,-0.3128433887108452,1.039017304614241,0.10217171338887321
A,-0.19617396319879465,-1.6620856863546836,0.43652794868849804,-1.5862274884839933,-0.9937442538382544,-1.2327587473748984,-0.14003255947253757,-0.46969025725538344
D,-0.29589659524393286,0.04640753786222471,-2.480352456721095,-2.258125453979175,1.8958214119739882,2.6667169465598706,0.47121676295732107,-1.021251211095597
C,-0.8619398525896469,1.6809149516475523,0.6741563511711729,-0.45771722626373657,-2.023080864909067,-1.2719856777996792,1.1035239736993998,0.08927021616526332
F,0.7762068853956718,2.360137088200539,1.2114168479134202,2.018948169155619,0.7235473527709442,0.24615058187961691,0.0021937943322205555,1.6127671986166794
D,-0.608515130609831,0.28964434089481805,-2.5664993306903385,-2.1206084226610415,0.7992135864626477,0.8102315546903609,-0.6337091830125131,-0.12896964227387087
D,0.036608060457450436,-0.9173142736362783,-0.6495338895451714,-2.1799656371212324,1.028493222943693,0.20085764033469294,0.21451394473093466,-2.522766342961911
A,-0.8418312419912102,-1.8315311277096353,0.2932374425092321,-0.1265101397757323,0.0826840255698996,-0.07756288589444027,0.3841372791012273,-1.2100253673459636
D,0.10326976944669358,1.1176821158690695,-0.8656801451209599,-0.04040802803479138,-0.3384241811031823,-0.8367379720074507,0.496318208774302,-1.6198905256275582
A,0.17474337378428562,-0.10497639168256345,0.503221447988383,0.7270613198839293,1.348915548170356,1.3191849652657577,0.6216377531346264,1.636226223927801
